Matching Event,Pattern
Political Protests,"{'country_b_id_fk': 248, 'start_year_a_fk': 1991, 'start_year_b_fk': 1994, 'pattern_length_fk': 15, 'indexes': 2, 'avg_corr': 0.956208181818182, 'orgs': 1, 'Power': 0, 'Sectors': ""['Finance Economy Sector', 'Unknown']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Yemen'}"
Infrastructure Development,"{'country_b_id_fk': 243, 'start_year_a_fk': 2009, 'start_year_b_fk': 2020, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.9831, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Vietnam'}"
Diplomatic Relations,"{'country_b_id_fk': 243, 'start_year_a_fk': 2006, 'start_year_b_fk': 2008, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.9747966666666666, 'orgs': 1, 'Power': 0, 'Sectors': ""['Sovereignty', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Vietnam'}"
Diplomatic Relations,"{'country_b_id_fk': 243, 'start_year_a_fk': 2006, 'start_year_b_fk': 2008, 'pattern_length_fk': 13, 'indexes': 2, 'avg_corr': 0.92283, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Vietnam'}"
Economic Growth,"{'country_b_id_fk': 243, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 13, 'indexes': 2, 'avg_corr': 0.930285, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Vietnam'}"
Educational Reform,"{'country_b_id_fk': 243, 'start_year_a_fk': 2006, 'start_year_b_fk': 2012, 'pattern_length_fk': 12, 'indexes': 2, 'avg_corr': 0.959755, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Vietnam'}"
Presidential Election,"{'country_b_id_fk': 229, 'start_year_a_fk': 2006, 'start_year_b_fk': 2009, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.98684, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Turkmenistan'}"
Education Reforms,"{'country_b_id_fk': 229, 'start_year_a_fk': 2007, 'start_year_b_fk': 2015, 'pattern_length_fk': 7, 'indexes': 2, 'avg_corr': 0.942315, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Turkmenistan'}"
Education Reforms,"{'country_b_id_fk': 229, 'start_year_a_fk': 2010, 'start_year_b_fk': 2010, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.997955, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Turkmenistan'}"
Infrastructure Development,"{'country_b_id_fk': 229, 'start_year_a_fk': 2009, 'start_year_b_fk': 2014, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.96139, 'orgs': 1, 'Power': 0, 'Sectors': ""['Social Sector', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Turkmenistan'}"
Constitutional Referendum,"{'country_b_id_fk': 227, 'start_year_a_fk': 2000, 'start_year_b_fk': 2006, 'pattern_length_fk': 17, 'indexes': 2, 'avg_corr': 0.915035, 'orgs': 1, 'Power': 0, 'Sectors': ""['Military Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Tunisia'}"
Parliamentary Elections,"{'country_b_id_fk': 227, 'start_year_a_fk': 2010, 'start_year_b_fk': 2011, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.993195, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Tunisia'}"
Economic Challenges,"{'country_b_id_fk': 227, 'start_year_a_fk': 2006, 'start_year_b_fk': 2014, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.98441, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Tunisia'}"
Judicial Reforms,"{'country_b_id_fk': 227, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 16, 'indexes': 3, 'avg_corr': 0.9464066666666668, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Tunisia'}"
COVID-19 Pandemic,"{'country_b_id_fk': 227, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 4, 'avg_corr': 0.9393175, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector', 'Sovereignty']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Tunisia'}"
Presidential Election,"{'country_b_id_fk': 236, 'start_year_a_fk': 2006, 'start_year_b_fk': 2014, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.999735, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'United States'}"
Constitutional Reforms,"{'country_b_id_fk': 229, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 17, 'indexes': 3, 'avg_corr': 0.9203566666666668, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Turkmenistan'}"
COVID-19 Pandemic,"{'country_b_id_fk': 140, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 2, 'avg_corr': 0.94719, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Mexico'}"
Economic Challenges,"{'country_b_id_fk': 142, 'start_year_a_fk': 2009, 'start_year_b_fk': 2015, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.981515, 'orgs': 1, 'Power': 0, 'Sectors': ""['Social Sector', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
Anti-Corruption Measures,"{'country_b_id_fk': 140, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 17, 'indexes': 2, 'avg_corr': 0.936125, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Mexico'}"
Economic Growth,"{'country_b_id_fk': 134, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 13, 'indexes': 4, 'avg_corr': 0.9332725, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Malta'}"
Economic Growth,"{'country_b_id_fk': 134, 'start_year_a_fk': 2010, 'start_year_b_fk': 2014, 'pattern_length_fk': 9, 'indexes': 2, 'avg_corr': 0.94991, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Malta'}"
Education Reforms,"{'country_b_id_fk': 134, 'start_year_a_fk': 2010, 'start_year_b_fk': 2014, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.97153, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Malta'}"
Education Reforms,"{'country_b_id_fk': 134, 'start_year_a_fk': 2010, 'start_year_b_fk': 2009, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.997955, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Malta'}"
Infrastructure Projects,"{'country_b_id_fk': 144, 'start_year_a_fk': 2000, 'start_year_b_fk': 2003, 'pattern_length_fk': 5, 'indexes': 2, 'avg_corr': 0.98057, 'orgs': 2, 'Power': 0, 'Sectors': ""['Military Sector', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Mongolia'}"
Infrastructure Projects,"{'country_b_id_fk': 144, 'start_year_a_fk': 1994, 'start_year_b_fk': 1997, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.941288181818182, 'orgs': 1, 'Power': 0, 'Sectors': ""['Finance Economy Sector', 'Unknown']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Mongolia'}"
Education Reforms,"{'country_b_id_fk': 144, 'start_year_a_fk': 2010, 'start_year_b_fk': 2014, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.96004, 'orgs': 1, 'Power': 0, 'Sectors': ""['Sovereignty', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Mongolia'}"
Presidential Election,"{'country_b_id_fk': 144, 'start_year_a_fk': 2006, 'start_year_b_fk': 2017, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.95132, 'orgs': 1, 'Power': 0, 'Sectors': ""['Sovereignty', 'Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Mongolia'}"
Presidential Election,"{'country_b_id_fk': 144, 'start_year_a_fk': 2006, 'start_year_b_fk': 2015, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.93574, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Mongolia'}"
Presidential Election,"{'country_b_id_fk': 144, 'start_year_a_fk': 2006, 'start_year_b_fk': 2013, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.96935, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Mongolia'}"
Presidential Election,"{'country_b_id_fk': 144, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.99099, 'orgs': 1, 'Power': 0, 'Sectors': ""['Sovereignty', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Mongolia'}"
Infrastructure Development,"{'country_b_id_fk': 145, 'start_year_a_fk': 2009, 'start_year_b_fk': 2011, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.97108, 'orgs': 1, 'Power': 0, 'Sectors': ""['Social Sector', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Montenegro'}"
Infrastructure Development,"{'country_b_id_fk': 147, 'start_year_a_fk': 2009, 'start_year_b_fk': 2009, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.990845, 'orgs': 1, 'Power': 0, 'Sectors': ""['Social Sector', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Morocco'}"
International Relations,"{'country_b_id_fk': 147, 'start_year_a_fk': 2009, 'start_year_b_fk': 2010, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.983675, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Morocco'}"
Anti-Corruption Measures,"{'country_b_id_fk': 145, 'start_year_a_fk': 2006, 'start_year_b_fk': 2012, 'pattern_length_fk': 8, 'indexes': 2, 'avg_corr': 0.918535, 'orgs': 1, 'Power': 0, 'Sectors': ""['Sovereignty', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Montenegro'}"
Anti-Corruption Measures,"{'country_b_id_fk': 145, 'start_year_a_fk': 2010, 'start_year_b_fk': 2016, 'pattern_length_fk': 4, 'indexes': 3, 'avg_corr': 0.9784166666666666, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector', 'Sovereignty']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Montenegro'}"
Education Reforms,"{'country_b_id_fk': 145, 'start_year_a_fk': 2010, 'start_year_b_fk': 2009, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.997045, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Montenegro'}"
Anti-Corruption Measures,"{'country_b_id_fk': 142, 'start_year_a_fk': 2015, 'start_year_b_fk': 2015, 'pattern_length_fk': 5, 'indexes': 2, 'avg_corr': 0.946135, 'orgs': 2, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Unknown']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
Judicial Reforms,"{'country_b_id_fk': 142, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 16, 'indexes': 3, 'avg_corr': 0.93473, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
Parliamentary Elections,"{'country_b_id_fk': 142, 'start_year_a_fk': 2006, 'start_year_b_fk': 2011, 'pattern_length_fk': 8, 'indexes': 2, 'avg_corr': 0.966135, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
Anti-Corruption Measures,"{'country_b_id_fk': 142, 'start_year_a_fk': 2006, 'start_year_b_fk': 2012, 'pattern_length_fk': 8, 'indexes': 2, 'avg_corr': 0.94252, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
Anti-Corruption Measures,"{'country_b_id_fk': 142, 'start_year_a_fk': 2010, 'start_year_b_fk': 2016, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.997955, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
Parliamentary Elections,"{'country_b_id_fk': 142, 'start_year_a_fk': 2010, 'start_year_b_fk': 2015, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.9936, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
Political Crisis,"{'country_b_id_fk': 142, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 15, 'indexes': 2, 'avg_corr': 0.94683, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
COVID-19 Pandemic,"{'country_b_id_fk': 142, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 3, 'avg_corr': 0.9635866666666668, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
Anti-Corruption Measures,"{'country_b_id_fk': 142, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 14, 'indexes': 3, 'avg_corr': 0.95587, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
Parliamentary Elections,"{'country_b_id_fk': 142, 'start_year_a_fk': 2006, 'start_year_b_fk': 2007, 'pattern_length_fk': 12, 'indexes': 2, 'avg_corr': 0.95911, 'orgs': 1, 'Power': 0, 'Sectors': ""['Political State Sector', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
Anti-Corruption Measures,"{'country_b_id_fk': 142, 'start_year_a_fk': 2009, 'start_year_b_fk': 2009, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.97271, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
Judicial Independence,"{'country_b_id_fk': 142, 'start_year_a_fk': 2009, 'start_year_b_fk': 2008, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.963465, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
Judicial Reforms,"{'country_b_id_fk': 142, 'start_year_a_fk': 2010, 'start_year_b_fk': 2014, 'pattern_length_fk': 9, 'indexes': 2, 'avg_corr': 0.95531, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Moldova'}"
Education Reforms,"{'country_b_id_fk': 126, 'start_year_a_fk': 2010, 'start_year_b_fk': 2009, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.9963, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Lithuania'}"
Environmental Initiatives,"{'country_b_id_fk': 126, 'start_year_a_fk': 2014, 'start_year_b_fk': 2014, 'pattern_length_fk': 6, 'indexes': 2, 'avg_corr': 0.949355, 'orgs': 2, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Unknown']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Lithuania'}"
Cultural Festivals,"{'country_b_id_fk': 126, 'start_year_a_fk': 1994, 'start_year_b_fk': 1996, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.9426836363636364, 'orgs': 1, 'Power': 0, 'Sectors': ""['Finance Economy Sector', 'Unknown']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Lithuania'}"
Environmental Initiatives,"{'country_b_id_fk': 126, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 14, 'indexes': 3, 'avg_corr': 0.9350633333333334, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Lithuania'}"
Environmental Initiatives,"{'country_b_id_fk': 126, 'start_year_a_fk': 2009, 'start_year_b_fk': 2009, 'pattern_length_fk': 11, 'indexes': 2, 'avg_corr': 0.961125, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Finance Economy Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Lithuania'}"
COVID-19 Pandemic,"{'country_b_id_fk': 121, 'start_year_a_fk': 2006, 'start_year_b_fk': 2006, 'pattern_length_fk': 15, 'indexes': 2, 'avg_corr': 0.959205, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Lebanon'}"
Economic Reforms,"{'country_b_id_fk': 124, 'start_year_a_fk': 1991, 'start_year_b_fk': 2018, 'pattern_length_fk': 4, 'indexes': 2, 'avg_corr': 0.99153, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Libya'}"
Ceasefire Agreement,"{'country_b_id_fk': 124, 'start_year_a_fk': 1991, 'start_year_b_fk': 2018, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.992415, 'orgs': 1, 'Power': 0, 'Sectors': ""['Unknown']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Libya'}"
Economic Challenges,"{'country_b_id_fk': 134, 'start_year_a_fk': 2009, 'start_year_b_fk': 2015, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.963445, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Malta'}"
Infrastructure Development,"{'country_b_id_fk': 134, 'start_year_a_fk': 2009, 'start_year_b_fk': 2015, 'pattern_length_fk': 3, 'indexes': 2, 'avg_corr': 0.963445, 'orgs': 1, 'Power': 0, 'Sectors': ""['Human Rights Development', 'Social Sector']"", 'country_a_id_fk': 11, 'country_a_name': 'Armenia', 'country_b_name': 'Malta'}"
