Country,Year,Merchandise exports (current US$)
Albania,1964,60000000.0
Albania,1963,48000000.0
Albania,1962,41000000.0
Albania,1961,49000000.0
Albania,1960,49000000.0
Algeria,2022,60924000000.0
Algeria,2021,38558000000.0
Algeria,2020,21925000000.0
Algeria,2019,35312000000.0
Algeria,2018,41797000000.0
Algeria,2017,35191000000.0
Algeria,2016,30026000000.0
Algeria,2015,34668000000.0
Algeria,2014,60061000000.0
Algeria,2013,64974000000.0
Algeria,2012,71866000000.0
Algeria,2011,73489000000.0
Algeria,2010,57053000000.0
Algeria,2009,45174000000.0
Algeria,2008,79298000000.0
Algeria,2007,60163000000.0
Algeria,2006,54613000000.0
Algeria,2005,46002000000.0
Algeria,2004,31304000000.0
Algeria,2003,23163000000.0
Algeria,2002,18799000000.0
Algeria,2001,19133000000.0
Algeria,2000,22031000000.0
Algeria,1999,12525000000.0
Algeria,1998,10209000000.0
Algeria,1997,13894000000.0
Algeria,1996,13250000000.0
Algeria,1995,10258000000.0
Algeria,1994,8892000000.0
Algeria,1993,10410000000.0
Algeria,1992,11510000000.0
Algeria,1991,12440000000.0
Algeria,1990,12880000000.0
Algeria,1989,9570000000.0
Algeria,1988,7810000000.0
Algeria,1987,8225000000.0
Algeria,1986,7832000000.0
Algeria,1985,12841000000.0
Algeria,1984,12795000000.0
Algeria,1983,12583000000.0
Algeria,1982,13170000000.0
Algeria,1981,14396000000.0
Algeria,1980,13871000000.0
Algeria,1979,9551000000.0
Algeria,1978,6326000000.0
Algeria,1977,5944000000.0
Algeria,1976,5259000000.0
Algeria,1975,4700000000.0
Algeria,1974,4687000000.0
Algeria,1973,1887000000.0
Algeria,1972,1304000000.0
Algeria,1971,857000000.0
Algeria,1970,1009000000.0
Algeria,1969,934000000.0
Algeria,1968,830000000.0
Algeria,1967,723000000.0
Algeria,1966,621000000.0
Algeria,1965,637000000.0
Algeria,1964,727000000.0
Algeria,1963,759000000.0
Algeria,1962,192000000.0
Algeria,1961,367000000.0
Algeria,1960,394000000.0
American Samoa,2022,366000000.0
American Samoa,2021,317000000.0
American Samoa,2020,399000000.0
American Samoa,2019,353000000.0
American Samoa,2018,377000000.0
American Samoa,2017,397000000.0
American Samoa,2016,388000000.0
American Samoa,2015,379000000.0
American Samoa,2014,346000000.0
American Samoa,2013,388000000.0
American Samoa,2012,422000000.0
American Samoa,2011,300000000.0
American Samoa,2010,320000000.0
American Samoa,2009,484000000.0
American Samoa,2008,337000000.0
American Samoa,2007,331000000.0
American Samoa,2006,439000000.0
American Samoa,2005,374000000.0
American Samoa,2004,446000000.0
American Samoa,2003,460000000.0
American Samoa,2002,388000000.0
American Samoa,2001,318000000.0
American Samoa,2000,346000000.0
American Samoa,1999,345000000.0
American Samoa,1998,415000000.0
American Samoa,1997,424000000.0
American Samoa,1996,313000000.0
American Samoa,1995,272000000.0
American Samoa,1994,252000000.0
American Samoa,1993,481000000.0
American Samoa,1992,316000000.0
American Samoa,1991,327000000.0
American Samoa,1990,311000000.0
American Samoa,1989,308000000.0
American Samoa,1988,368000000.0
American Samoa,1987,288000000.0
American Samoa,1986,254000000.0
American Samoa,1985,201000000.0
American Samoa,1984,212000000.0
American Samoa,1983,177000000.0
American Samoa,1982,187000000.0
American Samoa,1981,199000000.0
American Samoa,1980,127000000.0
American Samoa,1979,125000000.0
American Samoa,1978,104000000.0
American Samoa,1977,81000000.0
American Samoa,1976,65000000.0
American Samoa,1975,50000000.0
American Samoa,1974,83000000.0
American Samoa,1973,67000000.0
American Samoa,1972,199000000.0
American Samoa,1971,127000000.0
American Samoa,1970,125000000.0
American Samoa,1969,28000000.0
American Samoa,1968,30000000.0
American Samoa,1967,27000000.0
American Samoa,1966,20000000.0
American Samoa,1965,15000000.0
American Samoa,1964,13000000.0
American Samoa,1963,17000000.0
American Samoa,1962,11000000.0
American Samoa,1961,9000000.0
American Samoa,1960,8000000.0
Andorra,2022,
Andorra,2021,
Andorra,2020,
Andorra,2019,
Andorra,2018,129000000.0
Andorra,2017,118000000.0
Andorra,2016,97000000.0
Andorra,2015,90000000.0
Andorra,2014,95000000.0
Andorra,2013,
Andorra,2012,
Andorra,2011,
Andorra,2010,
Andorra,2009,
Andorra,2008,
Andorra,2007,
Andorra,2006,
Andorra,2005,
Andorra,2004,
Andorra,2003,
Andorra,2002,
Andorra,2001,
Andorra,2000,
Andorra,1999,
Andorra,1998,
Andorra,1997,
Andorra,1996,
Andorra,1995,
Andorra,1994,
Andorra,1993,
Andorra,1992,
Andorra,1991,
Andorra,1990,
Andorra,1989,
Andorra,1988,
Andorra,1987,
Andorra,1986,
Andorra,1985,
Andorra,1984,
Andorra,1983,
Andorra,1982,
Andorra,1981,
Andorra,1980,
Andorra,1979,
Andorra,1978,
Andorra,1977,
Andorra,1976,
Andorra,1975,
Andorra,1974,
Andorra,1973,
Andorra,1972,
Andorra,1971,
Andorra,1970,
Andorra,1969,
Andorra,1968,
Andorra,1967,
Andorra,1966,
Andorra,1965,
Andorra,1964,
Andorra,1963,
Andorra,1962,
Andorra,1961,
Andorra,1960,
Angola,2022,51275000000.0
Angola,2021,34472000000.0
Angola,2020,22135000000.0
Angola,2019,35432000000.0
Angola,2018,40758000000.0
Angola,2017,34613000000.0
Angola,2016,27589000000.0
Angola,2015,33181000000.0
Angola,2014,59170000000.0
Angola,2013,68247000000.0
Angola,2012,71093000000.0
Angola,2011,67310000000.0
Angola,2010,50595000000.0
Angola,2009,40828000000.0
Angola,2008,63914000000.0
Angola,2007,44396000000.0
Angola,2006,31862000000.0
Angola,2005,24109000000.0
Angola,2004,13475000000.0
Angola,2003,9508000000.0
Angola,2002,8328000000.0
Angola,2001,6534000000.0
Angola,2000,7921000000.0
Angola,1999,5157000000.0
Angola,1998,3543000000.0
Angola,1997,5007000000.0
Angola,1996,5095000000.0
Angola,1995,3642000000.0
Angola,1994,3018000000.0
Angola,1993,3762000000.0
Angola,1992,3755000000.0
Angola,1991,3410000000.0
Angola,1990,3910000000.0
Angola,1989,3015000000.0
Angola,1988,2516000000.0
Angola,1987,2168000000.0
Angola,1986,1332000000.0
Angola,1985,2245000000.0
Angola,1984,2033000000.0
Angola,1983,1822000000.0
Angola,1982,1629000000.0
Angola,1981,1856000000.0
Angola,1980,1883000000.0
Angola,1979,1091000000.0
Angola,1978,968000000.0
Angola,1977,786000000.0
Angola,1976,619000000.0
Angola,1975,1012000000.0
Angola,1974,1202000000.0
Angola,1973,792000000.0
Angola,1972,479000000.0
Angola,1971,455000000.0
Angola,1970,423000000.0
Angola,1969,326000000.0
Angola,1968,271000000.0
Angola,1967,238000000.0
Angola,1966,221000000.0
Angola,1965,200000000.0
Angola,1964,204000000.0
Angola,1963,163000000.0
Angola,1962,148000000.0
Angola,1961,135000000.0
Angola,1960,124000000.0
Antigua and Barbuda,2022,22000000.0
Antigua and Barbuda,2021,19000000.0
Antigua and Barbuda,2020,22000000.0
Antigua and Barbuda,2019,38000000.0
Antigua and Barbuda,2018,26000000.0
Antigua and Barbuda,2017,21000000.0
Antigua and Barbuda,2016,61000000.0
Antigua and Barbuda,2015,66000000.0
Antigua and Barbuda,2014,99000000.0
Antigua and Barbuda,2013,69000000.0
Antigua and Barbuda,2012,63000000.0
Antigua and Barbuda,2011,56000000.0
Antigua and Barbuda,2010,46000000.0
Antigua and Barbuda,2009,51000000.0
Antigua and Barbuda,2008,65000000.0
Antigua and Barbuda,2007,59000000.0
Antigua and Barbuda,2006,74000000.0
Antigua and Barbuda,2005,83000000.0
Antigua and Barbuda,2004,57000000.0
Antigua and Barbuda,2003,45000000.0
Antigua and Barbuda,2002,39000000.0
Antigua and Barbuda,2001,41000000.0
Antigua and Barbuda,2000,52000000.0
Antigua and Barbuda,1999,38000000.0
Antigua and Barbuda,1998,36000000.0
Antigua and Barbuda,1997,38000000.0
Antigua and Barbuda,1996,38000000.0
Antigua and Barbuda,1995,53000000.0
Antigua and Barbuda,1994,44000000.0
Antigua and Barbuda,1993,62000000.0
Antigua and Barbuda,1992,65000000.0
Antigua and Barbuda,1991,50000000.0
Antigua and Barbuda,1990,21000000.0
Antigua and Barbuda,1989,16000000.0
Antigua and Barbuda,1988,17000000.0
Antigua and Barbuda,1987,19000000.0
Antigua and Barbuda,1986,20000000.0
Antigua and Barbuda,1985,17000000.0
Antigua and Barbuda,1984,18000000.0
Antigua and Barbuda,1983,20000000.0
Antigua and Barbuda,1982,21000000.0
Antigua and Barbuda,1981,40000000.0
Antigua and Barbuda,1980,26000000.0
Antigua and Barbuda,1979,37000000.0
Antigua and Barbuda,1978,13000000.0
Antigua and Barbuda,1977,7000000.0
Antigua and Barbuda,1976,9000000.0
Antigua and Barbuda,1975,20000000.0
Antigua and Barbuda,1974,29000000.0
Antigua and Barbuda,1973,26000000.0
Antigua and Barbuda,1972,18000000.0
Antigua and Barbuda,1971,16000000.0
Antigua and Barbuda,1970,11000000.0
Antigua and Barbuda,1969,6000000.0
Antigua and Barbuda,1968,7000000.0
Antigua and Barbuda,1967,1000000.0
Antigua and Barbuda,1966,0.0
Antigua and Barbuda,1965,1000000.0
Antigua and Barbuda,1964,2000000.0
Antigua and Barbuda,1963,4000000.0
Antigua and Barbuda,1962,3000000.0
Antigua and Barbuda,1961,2000000.0
Antigua and Barbuda,1960,2000000.0
Argentina,2022,88445000000.0
Argentina,2021,77935000000.0
Argentina,2020,54884000000.0
Argentina,2019,65116000000.0
Argentina,2018,61781000000.0
Argentina,2017,58644000000.0
Argentina,2016,57910000000.0
Argentina,2015,56784000000.0
Argentina,2014,68405000000.0
Argentina,2013,75963000000.0
Argentina,2012,79982000000.0
Argentina,2011,84051000000.0
Argentina,2010,68187000000.0
Argentina,2009,55672000000.0
Argentina,2008,70018000000.0
Argentina,2007,55779000000.0
Argentina,2006,46546000000.0
Argentina,2005,40351000000.0
Argentina,2004,34576000000.0
Argentina,2003,29566000000.0
Argentina,2002,25650000000.0
Argentina,2001,26543000000.0
Argentina,2000,26341000000.0
Argentina,1999,23333000000.0
Argentina,1998,26441000000.0
Argentina,1997,26370000000.0
Argentina,1996,23811000000.0
Argentina,1995,20967000000.0
Argentina,1994,15659000000.0
Argentina,1993,13118000000.0
Argentina,1992,12235000000.0
Argentina,1991,11978000000.0
Argentina,1990,12353000000.0
Argentina,1989,9579000000.0
Argentina,1988,9135000000.0
Argentina,1987,6360000000.0
Argentina,1986,6852000000.0
Argentina,1985,8396000000.0
Argentina,1984,8107000000.0
Argentina,1983,7836000000.0
Argentina,1982,7625000000.0
Argentina,1981,9143000000.0
Argentina,1980,8021000000.0
Argentina,1979,7810000000.0
Argentina,1978,6400000000.0
Argentina,1977,5652000000.0
Argentina,1976,3916000000.0
Argentina,1975,2961000000.0
Argentina,1974,3931000000.0
Argentina,1973,3266000000.0
Argentina,1972,1941000000.0
Argentina,1971,1740000000.0
Argentina,1970,1773000000.0
Argentina,1969,1612000000.0
Argentina,1968,1368000000.0
Argentina,1967,1465000000.0
Argentina,1966,1593000000.0
Argentina,1965,1493000000.0
Argentina,1964,1410000000.0
Argentina,1963,1365000000.0
Argentina,1962,1216000000.0
Argentina,1961,964000000.0
Argentina,1960,1079000000.0
Armenia,2022,5360000000.0
Armenia,2021,3023000000.0
Armenia,2020,2544000000.0
Armenia,2019,2640000000.0
Armenia,2018,2412000000.0
Armenia,2017,2245000000.0
Armenia,2016,1792000000.0
Armenia,2015,1485000000.0
Armenia,2014,1519000000.0
Armenia,2013,1480000000.0
Armenia,2012,1380000000.0
Armenia,2011,1334000000.0
Armenia,2010,1011000000.0
Armenia,2009,710000000.0
Armenia,2008,1057000000.0
Armenia,2007,1152000000.0
Armenia,2006,985000000.0
Armenia,2005,974000000.0
Armenia,2004,723000000.0
Armenia,2003,686000000.0
Armenia,2002,505000000.0
Armenia,2001,343000000.0
Armenia,2000,294000000.0
Armenia,1999,232000000.0
Armenia,1998,221000000.0
Armenia,1997,233000000.0
Armenia,1996,290000000.0
Armenia,1995,271000000.0
Armenia,1994,216000000.0
Armenia,1993,156000000.0
Armenia,1992,83000000.0
Armenia,1991,
Armenia,1990,
Armenia,1989,
Armenia,1988,
Armenia,1987,
Armenia,1986,
Armenia,1985,
Armenia,1984,
Armenia,1983,
Armenia,1982,
Armenia,1981,
Armenia,1980,
Armenia,1979,
Armenia,1978,
Armenia,1977,
Armenia,1976,
Armenia,1975,
Armenia,1974,
Armenia,1973,
Armenia,1972,
Armenia,1971,
Armenia,1970,
Armenia,1969,
Armenia,1968,
Armenia,1967,
Armenia,1966,
Armenia,1965,
Armenia,1964,
Armenia,1963,
Armenia,1962,
Armenia,1961,
Armenia,1960,
Aruba,2022,208000000.0
Aruba,2021,123000000.0
Aruba,2020,87000000.0
Aruba,2019,131000000.0
Aruba,2018,194000000.0
Aruba,2017,135000000.0
Aruba,2016,284000000.0
Aruba,2015,330000000.0
Aruba,2014,259000000.0
Aruba,2013,279000000.0
Aruba,2012,1389000000.0
Aruba,2011,5180000000.0
Aruba,2010,265000000.0
Aruba,2009,1952000000.0
Aruba,2008,5456000000.0
Aruba,2007,5206000000.0
Aruba,2006,4716000000.0
Aruba,2005,4416000000.0
Aruba,2004,3435000000.0
Aruba,2003,2052000000.0
Aruba,2002,1488000000.0
Aruba,2001,2423000000.0
Aruba,2000,2524000000.0
Aruba,1999,1389000000.0
Aruba,1998,1165000000.0
Aruba,1997,1725000000.0
Aruba,1996,1733000000.0
Aruba,1995,1347000000.0
Aruba,1994,1357000000.0
Aruba,1993,1209000000.0
Aruba,1992,1108000000.0
Aruba,1991,879000000.0
Aruba,1990,155000000.0
Aruba,1989,107000000.0
Aruba,1988,84000000.0
Aruba,1987,45000000.0
Aruba,1986,30000000.0
Aruba,1985,
Aruba,1984,
Aruba,1983,
Aruba,1982,
Aruba,1981,
Aruba,1980,
Aruba,1979,
Aruba,1978,
Aruba,1977,
Aruba,1976,
Aruba,1975,
Aruba,1974,
Aruba,1973,
Aruba,1972,
Aruba,1971,
Aruba,1970,
Aruba,1969,
Aruba,1968,
Aruba,1967,
Aruba,1966,
Aruba,1965,
Aruba,1964,
Aruba,1963,
Aruba,1962,
Aruba,1961,
Aruba,1960,
Australia,2022,412562000000.0
Australia,2021,344864000000.0
Australia,2020,250823000000.0
Australia,2019,271005000000.0
Australia,2018,257098000000.0
Australia,2017,231131000000.0
Australia,2016,192505000000.0
Australia,2015,187684000000.0
Australia,2014,239975000000.0
Australia,2013,252981000000.0
Australia,2012,256675000000.0
Australia,2011,271733000000.0
Australia,2010,212634000000.0
Australia,2009,154331000000.0
Australia,2008,187257000000.0
Australia,2007,141358000000.0
Australia,2006,123437000000.0
Australia,2005,106097000000.0
Australia,2004,86565000000.0
Australia,2003,70377000000.0
Australia,2002,65033000000.0
Australia,2001,63387000000.0
Australia,2000,63870000000.0
Australia,1999,56080000000.0
Australia,1998,55893000000.0
Australia,1997,62910000000.0
Australia,1996,60301000000.0
Australia,1995,53111000000.0
Australia,1994,47528000000.0
Australia,1993,42723000000.0
Australia,1992,42824000000.0
Australia,1991,41854000000.0
Australia,1990,39752000000.0
Australia,1989,37125000000.0
Australia,1988,33233000000.0
Australia,1987,26621000000.0
Australia,1986,22569000000.0
Australia,1985,22604000000.0
Australia,1984,23111000000.0
Australia,1983,20113000000.0
Australia,1982,21360000000.0
Australia,1981,21477000000.0
Australia,1980,21944000000.0
Australia,1979,18663000000.0
Australia,1978,14416000000.0
Australia,1977,13367000000.0
Australia,1976,13193000000.0
Australia,1975,11948000000.0
Australia,1974,11016000000.0
Australia,1973,9559000000.0
Australia,1972,6461000000.0
Australia,1971,5213000000.0
Australia,1970,4770000000.0
Australia,1969,4220000000.0
Australia,1968,3526000000.0
Australia,1967,3478000000.0
Australia,1966,3171000000.0
Australia,1965,3005000000.0
Australia,1964,3053000000.0
Australia,1963,2805000000.0
Australia,1962,2356000000.0
Australia,1961,2363000000.0
Australia,1960,2050000000.0
Austria,2022,211392000000.0
Austria,2021,202806000000.0
Austria,2020,169418000000.0
Austria,2019,178670000000.0
Austria,2018,184815000000.0
Austria,2017,168026000000.0
Austria,2016,152090000000.0
Austria,2015,152728000000.0
Austria,2014,178223000000.0
Austria,2013,175156000000.0
Austria,2012,166611000000.0
Austria,2011,177428000000.0
Austria,2010,152560000000.0
Austria,2009,136989000000.0
Austria,2008,181289000000.0
Austria,2007,163620000000.0
Austria,2006,136751000000.0
Austria,2005,125182000000.0
