Country,Year,Merchandise imports (current US$)
Pre-demographic dividend,1960,3497326284.12525
Small states,2022,207234423564.624
Small states,2021,184255808901.538
Small states,2020,145054292286.314
Small states,2019,167323123074.251
Small states,2018,176087677342.633
Small states,2017,157500531259.604
Small states,2016,149133251706.952
Small states,2015,152910935957.563
Small states,2014,168957157894.737
Small states,2013,160416504580.479
Small states,2012,162522797087.442
Small states,2011,153559045715.017
Small states,2010,131779715479.269
Small states,2009,122744425787.831
Small states,2008,153593792898.538
Small states,2007,131072508097.019
Small states,2006,108560421079.373
Small states,2005,89273432566.6033
Small states,2004,73901042315.4708
Small states,2003,62413090031.1863
Small states,2002,52836732006.963
Small states,2001,50560418780.4824
Small states,2000,51094059976.4339
Small states,1999,46461178890.4878
Small states,1998,48252837515.1765
Small states,1997,49131469406.167
Small states,1996,45897311923.6719
Small states,1995,42526617338.3064
Small states,1994,35329757068.6871
Small states,1993,33474305641.4791
Small states,1992,33363688177.3149
Small states,1991,32028464052.0908
Small states,1990,30512461363.594
Small states,1989,28859024679.6268
Small states,1988,25383001778.8057
Small states,1987,23981564504.7542
Small states,1986,21552406563.0649
Small states,1985,21181875041.365
Small states,1984,23614218067.768
Small states,1983,25599587539.341
Small states,1982,29958906817.5649
Small states,1981,31366714261.0439
Small states,1980,30027916986.3629
Small states,1979,20888551715.8856
Small states,1978,17715284235.4444
Small states,1977,17159601953.8293
Small states,1976,14920235633.3082
Small states,1975,12841695522.037
Small states,1974,11453044391.1344
Small states,1973,6794630054.24071
Small states,1972,5328338684.38988
Small states,1971,4863606396.97119
Small states,1970,3876466216.058
Small states,1969,3386223564.41347
Small states,1968,2927037008.34823
Small states,1967,2933691885.97236
Small states,1966,2780629700.61728
Small states,1965,2603166297.30704
Small states,1964,2374682165.54511
Small states,1963,2084085842.6246
Small states,1962,1985371824.53328
Small states,1961,1909949878.12643
Small states,1960,1825654761.55407
South Asia,2022,922562000000.0
South Asia,2021,771902000000.0
South Asia,2020,507029000000.0
South Asia,2019,638408000000.0
South Asia,2018,681397000000.0
South Asia,2017,602286000000.0
South Asia,2016,491047000000.0
South Asia,2015,516613000000.0
South Asia,2014,589280000000.0
South Asia,2013,582899000000.0
South Asia,2012,604842000000.0
South Asia,2011,579754000000.0
South Asia,2010,441605000000.0
South Asia,2009,329964000000.0
South Asia,2008,409715000000.0
South Asia,2007,299623000000.0
South Asia,2006,241110000000.0
South Asia,2005,196835000000.0
South Asia,2004,142901000000.0
South Asia,2003,107277000000.0
South Asia,2002,86907000000.0
South Asia,2001,79327000000.0
South Asia,2000,80864000000.0
South Asia,1999,74405000000.0
South Asia,1998,67912000000.0
South Asia,1997,68913000000.0
South Asia,1996,65010000000.0
South Asia,1995,60147000000.0
South Asia,1994,46970000000.0
South Asia,1993,41909000000.0
South Asia,1992,41623000000.0
South Asia,1991,36777000000.0
South Asia,1990,39086000000.0
South Asia,1989,35137000000.0
South Asia,1988,32790000000.0
South Asia,1987,29005000000.0
South Asia,1986,27200000000.0
South Asia,1985,27987000000.0
South Asia,1984,27750000000.0
South Asia,1983,25032000000.0
South Asia,1982,26014000000.0
South Asia,1981,26951000000.0
South Asia,1980,26112000000.0
South Asia,1979,18434298518.9164
South Asia,1978,14864462896.1707
South Asia,1977,11624258460.594
South Asia,1976,9962075665.72021
South Asia,1975,11281602332.8985
South Asia,1974,9542271813.36812
South Asia,1973,6048581996.77692
South Asia,1972,4694990100.52951
South Asia,1971,4241090233.20377
South Asia,1970,4076888730.81203
South Asia,1969,4174236764.37285
South Asia,1968,4262201854.93985
South Asia,1967,5207533361.56658
South Asia,1966,5818597524.03869
South Asia,1965,5098456649.26349
South Asia,1964,5377599203.32945
South Asia,1963,4669187007.29652
South Asia,1962,4325536720.1481
South Asia,1961,3942008925.27596
South Asia,1960,4306770834.16047
South Asia (IDA & IBRD),2022,922562000000.0
South Asia (IDA & IBRD),2021,771902000000.0
South Asia (IDA & IBRD),2020,507029000000.0
South Asia (IDA & IBRD),2019,638408000000.0
South Asia (IDA & IBRD),2018,681397000000.0
South Asia (IDA & IBRD),2017,602286000000.0
South Asia (IDA & IBRD),2016,491047000000.0
South Asia (IDA & IBRD),2015,516613000000.0
South Asia (IDA & IBRD),2014,589280000000.0
South Asia (IDA & IBRD),2013,582899000000.0
South Asia (IDA & IBRD),2012,604842000000.0
South Asia (IDA & IBRD),2011,579754000000.0
South Asia (IDA & IBRD),2010,441605000000.0
South Asia (IDA & IBRD),2009,329964000000.0
South Asia (IDA & IBRD),2008,409715000000.0
South Asia (IDA & IBRD),2007,299623000000.0
South Asia (IDA & IBRD),2006,241110000000.0
South Asia (IDA & IBRD),2005,196835000000.0
South Asia (IDA & IBRD),2004,142901000000.0
South Asia (IDA & IBRD),2003,107277000000.0
South Asia (IDA & IBRD),2002,86907000000.0
South Asia (IDA & IBRD),2001,79327000000.0
South Asia (IDA & IBRD),2000,80864000000.0
South Asia (IDA & IBRD),1999,74405000000.0
South Asia (IDA & IBRD),1998,67912000000.0
South Asia (IDA & IBRD),1997,68913000000.0
South Asia (IDA & IBRD),1996,65010000000.0
South Asia (IDA & IBRD),1995,60147000000.0
South Asia (IDA & IBRD),1994,46970000000.0
South Asia (IDA & IBRD),1993,41909000000.0
South Asia (IDA & IBRD),1992,41623000000.0
South Asia (IDA & IBRD),1991,36777000000.0
South Asia (IDA & IBRD),1990,39086000000.0
South Asia (IDA & IBRD),1989,35137000000.0
South Asia (IDA & IBRD),1988,32790000000.0
South Asia (IDA & IBRD),1987,29005000000.0
South Asia (IDA & IBRD),1986,27200000000.0
South Asia (IDA & IBRD),1985,27987000000.0
South Asia (IDA & IBRD),1984,27750000000.0
South Asia (IDA & IBRD),1983,25032000000.0
South Asia (IDA & IBRD),1982,26014000000.0
South Asia (IDA & IBRD),1981,26951000000.0
South Asia (IDA & IBRD),1980,26112000000.0
South Asia (IDA & IBRD),1979,18434298518.9164
South Asia (IDA & IBRD),1978,14864462896.1707
South Asia (IDA & IBRD),1977,11624258460.594
South Asia (IDA & IBRD),1976,9962075665.72021
South Asia (IDA & IBRD),1975,11281602332.8985
South Asia (IDA & IBRD),1974,9542271813.36812
South Asia (IDA & IBRD),1973,6048581996.77692
South Asia (IDA & IBRD),1972,4694990100.52951
South Asia (IDA & IBRD),1971,4241090233.20377
South Asia (IDA & IBRD),1970,4076888730.81203
South Asia (IDA & IBRD),1969,4174236764.37285
South Asia (IDA & IBRD),1968,4262201854.93985
South Asia (IDA & IBRD),1967,5207533361.56658
South Asia (IDA & IBRD),1966,5818597524.03869
South Asia (IDA & IBRD),1965,5098456649.26349
South Asia (IDA & IBRD),1964,5377599203.32945
South Asia (IDA & IBRD),1963,4669187007.29652
South Asia (IDA & IBRD),1962,4325536720.1481
South Asia (IDA & IBRD),1961,3942008925.27596
South Asia (IDA & IBRD),1960,4306770834.16047
Sub-Saharan Africa,2022,479096975125.999
Sub-Saharan Africa,2021,406490156304.325
Sub-Saharan Africa,2020,316654004117.966
Sub-Saharan Africa,2019,381125589568.298
Sub-Saharan Africa,2018,380405157741.399
Sub-Saharan Africa,2017,337434527192.174
Sub-Saharan Africa,2016,327347472607.427
Sub-Saharan Africa,2015,376807034639.548
Sub-Saharan Africa,2014,435797687759.747
Sub-Saharan Africa,2013,431256142027.433
Sub-Saharan Africa,2012,412964842086.222
Sub-Saharan Africa,2011,392775597794.315
Sub-Saharan Africa,2010,314350438486.578
Sub-Saharan Africa,2009,268539449964.355
Sub-Saharan Africa,2008,318368308983.374
Sub-Saharan Africa,2007,255619100463.736
Sub-Saharan Africa,2006,209945337051.398
Sub-Saharan Africa,2005,174543276717.256
Sub-Saharan Africa,2004,141793898838.18
Sub-Saharan Africa,2003,110904122999.685
Sub-Saharan Africa,2002,85517477670.8634
Sub-Saharan Africa,2001,86692972178.3387
Sub-Saharan Africa,2000,82322957833.3814
Sub-Saharan Africa,1999,80343283821.6505
Sub-Saharan Africa,1998,83492398291.8911
Sub-Saharan Africa,1997,87202521299.6047
Sub-Saharan Africa,1996,80434094556.1336
Sub-Saharan Africa,1995,78994239910.4966
Sub-Saharan Africa,1994,64321243234.3551
Sub-Saharan Africa,1993,61229642229.2871
Sub-Saharan Africa,1992,62755262568.6026
Sub-Saharan Africa,1991,60044905762.4333
Sub-Saharan Africa,1990,58006303432.3718
Sub-Saharan Africa,1989,54364420026.4033
Sub-Saharan Africa,1988,53522190094.1231
Sub-Saharan Africa,1987,47819380191.2134
Sub-Saharan Africa,1986,42469698018.9465
Sub-Saharan Africa,1985,43421519315.909
Sub-Saharan Africa,1984,48103505951.5007
Sub-Saharan Africa,1983,52729682169.8931
Sub-Saharan Africa,1982,61595420625.7155
Sub-Saharan Africa,1981,74047232070.3071
Sub-Saharan Africa,1980,67124710867.8783
Sub-Saharan Africa,1979,42209849111.767
Sub-Saharan Africa,1978,41335081747.0089
Sub-Saharan Africa,1977,34648843353.3318
Sub-Saharan Africa,1976,29745188751.358
Sub-Saharan Africa,1975,28900372099.2067
Sub-Saharan Africa,1974,23692046455.1978
Sub-Saharan Africa,1973,16501809863.1714
Sub-Saharan Africa,1972,12871576938.5846
Sub-Saharan Africa,1971,13092592541.9592
Sub-Saharan Africa,1970,11196402598.9887
Sub-Saharan Africa,1969,9374573045.93857
Sub-Saharan Africa,1968,8548346491.26733
Sub-Saharan Africa,1967,8260199980.32573
Sub-Saharan Africa,1966,7739677250.88285
Sub-Saharan Africa,1965,7874971849.21027
Sub-Saharan Africa,1964,7095220538.23928
Sub-Saharan Africa,1963,6023191583.55335
Sub-Saharan Africa,1962,5547078531.42405
Sub-Saharan Africa,1961,5681340346.55812
Sub-Saharan Africa,1960,5619373354.95778
Sub-Saharan Africa (excluding high income),2022,477731615917.682
Sub-Saharan Africa (excluding high income),2021,405356145682.043
Sub-Saharan Africa (excluding high income),2020,315648504061.885
Sub-Saharan Africa (excluding high income),2019,379957158186.985
Sub-Saharan Africa (excluding high income),2018,379131769784.206
Sub-Saharan Africa (excluding high income),2017,336128832192.95
Sub-Saharan Africa (excluding high income),2016,326305902974.055
Sub-Saharan Africa (excluding high income),2015,375816089721.208
Sub-Saharan Africa (excluding high income),2014,434653770839.133
Sub-Saharan Africa (excluding high income),2013,430174676560.481
Sub-Saharan Africa (excluding high income),2012,411894038793.791
Sub-Saharan Africa (excluding high income),2011,391726510668.669
