Country,Year,Net migration
Middle East & North Africa (IDA & IBRD countries),2011,-931183.0
Middle East & North Africa (IDA & IBRD countries),2010,-17555.0
Middle East & North Africa (IDA & IBRD countries),2009,-98267.0
Middle East & North Africa (IDA & IBRD countries),2008,-102161.0
Middle East & North Africa (IDA & IBRD countries),2007,-70843.0
Middle East & North Africa (IDA & IBRD countries),2006,77511.0
Middle East & North Africa (IDA & IBRD countries),2005,161413.0
Middle East & North Africa (IDA & IBRD countries),2004,298969.0
Middle East & North Africa (IDA & IBRD countries),2003,114153.0
Middle East & North Africa (IDA & IBRD countries),2002,-625862.0
Middle East & North Africa (IDA & IBRD countries),2001,182404.0
Middle East & North Africa (IDA & IBRD countries),2000,258325.0
Middle East & North Africa (IDA & IBRD countries),1999,98231.0
Middle East & North Africa (IDA & IBRD countries),1998,88196.0
Middle East & North Africa (IDA & IBRD countries),1997,20370.0
Middle East & North Africa (IDA & IBRD countries),1996,-187407.0
Middle East & North Africa (IDA & IBRD countries),1995,-293861.0
Middle East & North Africa (IDA & IBRD countries),1994,-293378.0
Middle East & North Africa (IDA & IBRD countries),1993,-1138337.0
Middle East & North Africa (IDA & IBRD countries),1992,-366573.0
Middle East & North Africa (IDA & IBRD countries),1991,-38104.0
Middle East & North Africa (IDA & IBRD countries),1990,744224.0
Middle East & North Africa (IDA & IBRD countries),1989,17579.0
Middle East & North Africa (IDA & IBRD countries),1988,-102367.0
Middle East & North Africa (IDA & IBRD countries),1987,-106986.0
Middle East & North Africa (IDA & IBRD countries),1986,150930.0
Middle East & North Africa (IDA & IBRD countries),1985,-81265.0
Middle East & North Africa (IDA & IBRD countries),1984,127547.0
Middle East & North Africa (IDA & IBRD countries),1983,156423.0
Middle East & North Africa (IDA & IBRD countries),1982,39072.0
Middle East & North Africa (IDA & IBRD countries),1981,1208661.0
Middle East & North Africa (IDA & IBRD countries),1980,45508.0
Middle East & North Africa (IDA & IBRD countries),1979,-69653.0
Middle East & North Africa (IDA & IBRD countries),1978,-762346.0
Middle East & North Africa (IDA & IBRD countries),1977,-84444.0
Middle East & North Africa (IDA & IBRD countries),1976,799505.0
Middle East & North Africa (IDA & IBRD countries),1975,220543.0
Middle East & North Africa (IDA & IBRD countries),1974,-156318.0
Middle East & North Africa (IDA & IBRD countries),1973,-153341.0
Middle East & North Africa (IDA & IBRD countries),1972,-177663.0
Middle East & North Africa (IDA & IBRD countries),1971,-187732.0
Middle East & North Africa (IDA & IBRD countries),1970,-112017.0
Middle East & North Africa (IDA & IBRD countries),1969,-87225.0
Middle East & North Africa (IDA & IBRD countries),1968,-62530.0
Middle East & North Africa (IDA & IBRD countries),1967,-52703.0
Middle East & North Africa (IDA & IBRD countries),1966,-47491.0
Middle East & North Africa (IDA & IBRD countries),1965,-126716.0
Middle East & North Africa (IDA & IBRD countries),1964,-119514.0
Middle East & North Africa (IDA & IBRD countries),1963,-148113.0
Middle East & North Africa (IDA & IBRD countries),1962,-119123.0
Middle East & North Africa (IDA & IBRD countries),1961,-161232.0
Middle East & North Africa (IDA & IBRD countries),1960,-104776.0
Middle income,2022,
Middle income,2021,-1257458.0
Middle income,2020,-538467.0
Middle income,2019,-3321066.0
Middle income,2018,-3099769.0
Middle income,2017,-2587086.0
Middle income,2016,-3217864.0
Middle income,2015,-2152525.0
Middle income,2014,-1468970.0
Middle income,2013,-1330305.0
Middle income,2012,-2439856.0
Middle income,2011,-3419801.0
Middle income,2010,-2865964.0
Middle income,2009,-4132627.0
Middle income,2008,-4951163.0
Middle income,2007,-5517690.0
Middle income,2006,-5519069.0
Middle income,2005,-4369397.0
Middle income,2004,-3138545.0
Middle income,2003,-3503954.0
Middle income,2002,-4343650.0
Middle income,2001,-2385310.0
Middle income,2000,-1603562.0
Middle income,1999,-2498621.0
Middle income,1998,-2622015.0
Middle income,1997,-2298870.0
Middle income,1996,-2861602.0
Middle income,1995,-2649066.0
Middle income,1994,-2691982.0
Middle income,1993,-3158920.0
Middle income,1992,-4211635.0
Middle income,1991,-2681879.0
Middle income,1990,-43840.0
Middle income,1989,-1796017.0
Middle income,1988,-1358454.0
Middle income,1987,-1224957.0
Middle income,1986,-1184027.0
Middle income,1985,-1095828.0
Middle income,1984,-1468178.0
Middle income,1983,-997180.0
Middle income,1982,-816898.0
Middle income,1981,693675.0
Middle income,1980,445774.0
Middle income,1979,-950025.0
Middle income,1978,-1840956.0
Middle income,1977,-825327.0
Middle income,1976,-1087374.0
Middle income,1975,-1286048.0
Middle income,1974,-1674908.0
Middle income,1973,-1635925.0
Middle income,1972,-1551864.0
Middle income,1971,-1728004.0
Middle income,1970,-1452843.0
Middle income,1969,-917233.0
Middle income,1968,-744423.0
Middle income,1967,-651289.0
Middle income,1966,-827635.0
Middle income,1965,-794771.0
Middle income,1964,-718826.0
Middle income,1963,-755086.0
Middle income,1962,-663100.0
Middle income,1961,-593111.0
Middle income,1960,-440770.0
North America,2022,
North America,2021,757052.0
North America,2020,871032.0
North America,2019,1550648.0
North America,2018,1619076.0
North America,2017,1739131.0
North America,2016,1769865.0
North America,2015,1454272.0
North America,2014,1446330.0
North America,2013,1563061.0
North America,2012,1568434.0
North America,2011,1551053.0
North America,2010,1258239.0
North America,2009,1271624.0
North America,2008,1333645.0
North America,2007,1319027.0
North America,2006,1315560.0
North America,2005,1334092.0
North America,2004,1393500.0
North America,2003,1257031.0
North America,2002,1374400.0
North America,2001,1559934.0
North America,2000,1681226.0
North America,1999,1811373.0
North America,1998,1926166.0
North America,1997,2006919.0
North America,1996,1922047.0
North America,1995,1816215.0
North America,1994,1939565.0
North America,1993,1881649.0
North America,1992,1940175.0
North America,1991,1696571.0
North America,1990,1566949.0
North America,1989,1142696.0
North America,1988,967156.0
North America,1987,819151.0
North America,1986,779055.0
North America,1985,798871.0
North America,1984,750443.0
North America,1983,833424.0
North America,1982,765647.0
North America,1981,808503.0
North America,1980,1224256.0
North America,1979,1185168.0
North America,1978,1186185.0
North America,1977,1069458.0
North America,1976,853948.0
North America,1975,962000.0
North America,1974,933087.0
North America,1973,952747.0
North America,1972,1021295.0
North America,1971,1110597.0
North America,1970,1233500.0
North America,1969,755400.0
North America,1968,606154.0
North America,1967,502392.0
North America,1966,474299.0
North America,1965,601358.0
North America,1964,560432.0
North America,1963,629644.0
North America,1962,576315.0
North America,1961,566007.0
North America,1960,627919.0
Not classified,2022,
Not classified,2021,
Not classified,2020,
Not classified,2019,
Not classified,2018,
Not classified,2017,
Not classified,2016,
Not classified,2015,
Not classified,2014,
Not classified,2013,
Not classified,2012,
Not classified,2011,
Not classified,2010,
Not classified,2009,
Not classified,2008,
Not classified,2007,
Not classified,2006,
Not classified,2005,
Not classified,2004,
Not classified,2003,
Not classified,2002,
Not classified,2001,
Not classified,2000,
Not classified,1999,
Not classified,1998,
Not classified,1997,
Not classified,1996,
Not classified,1995,
Not classified,1994,
Not classified,1993,
Not classified,1992,
Not classified,1991,
Not classified,1990,
Not classified,1989,
Not classified,1988,
Not classified,1987,
Not classified,1986,
Not classified,1985,
Not classified,1984,
Not classified,1983,
Not classified,1982,
Not classified,1981,
Not classified,1980,
Not classified,1979,
Not classified,1978,
Not classified,1977,
Not classified,1976,
Not classified,1975,
Not classified,1974,
Not classified,1973,
Not classified,1972,
Not classified,1971,
Not classified,1970,
Not classified,1969,
Not classified,1968,
Not classified,1967,
Not classified,1966,
Not classified,1965,
Not classified,1964,
Not classified,1963,
Not classified,1962,
Not classified,1961,
Not classified,1960,
OECD members,2022,
OECD members,2021,2433502.0
OECD members,2020,2540918.0
OECD members,2019,4085765.0
OECD members,2018,4044566.0
OECD members,2017,3998196.0
OECD members,2016,4167539.0
OECD members,2015,3531505.0
OECD members,2014,3672517.0
OECD members,2013,3321193.0
OECD members,2012,3463880.0
OECD members,2011,3339540.0
OECD members,2010,2900132.0
OECD members,2009,2757278.0
OECD members,2008,3119804.0
OECD members,2007,3489965.0
OECD members,2006,2995953.0
OECD members,2005,2933263.0
OECD members,2004,3198970.0
OECD members,2003,2984161.0
OECD members,2002,2831316.0
OECD members,2001,2208429.0
OECD members,2000,2489277.0
OECD members,1999,2167106.0
OECD members,1998,2250105.0
OECD members,1997,2304726.0
OECD members,1996,2290620.0
OECD members,1995,2117819.0
OECD members,1994,2342494.0
OECD members,1993,2252802.0
OECD members,1992,2308757.0
OECD members,1991,2059372.0
OECD members,1990,2211593.0
OECD members,1989,1395708.0
OECD members,1988,1120857.0
OECD members,1987,886065.0
OECD members,1986,729896.0
OECD members,1985,651881.0
OECD members,1984,550699.0
OECD members,1983,625544.0
OECD members,1982,450401.0
OECD members,1981,342319.0
OECD members,1980,1128482.0
OECD members,1979,919940.0
OECD members,1978,975024.0
OECD members,1977,1010231.0
OECD members,1976,643083.0
OECD members,1975,785190.0
OECD members,1974,1076070.0
OECD members,1973,1164213.0
OECD members,1972,1280540.0
OECD members,1971,1437486.0
OECD members,1970,1178023.0
OECD members,1969,770053.0
OECD members,1968,684598.0
OECD members,1967,701844.0
OECD members,1966,642957.0
OECD members,1965,568003.0
OECD members,1964,544453.0
OECD members,1963,674624.0
OECD members,1962,589829.0
OECD members,1961,495034.0
OECD members,1960,375320.0
Other small states,2022,
Other small states,2021,-32353.0
Other small states,2020,-210580.0
Other small states,2019,12322.0
Other small states,2018,29729.0
Other small states,2017,100092.0
Other small states,2016,186788.0
Other small states,2015,229653.0
Other small states,2014,238835.0
Other small states,2013,181469.0
Other small states,2012,108809.0
Other small states,2011,75390.0
Other small states,2010,66190.0
Other small states,2009,174222.0
Other small states,2008,261210.0
Other small states,2007,271005.0
Other small states,2006,261263.0
Other small states,2005,140390.0
Other small states,2004,36162.0
Other small states,2003,16969.0
Other small states,2002,10924.0
Other small states,2001,19312.0
Other small states,2000,17968.0
Other small states,1999,22958.0
Other small states,1998,18543.0
Other small states,1997,15855.0
Other small states,1996,-12221.0
Other small states,1995,-16054.0
Other small states,1994,-79928.0
Other small states,1993,-15456.0
Other small states,1992,-143889.0
Other small states,1991,20312.0
Other small states,1990,60925.0
Other small states,1989,104380.0
Other small states,1988,57541.0
Other small states,1987,40831.0
Other small states,1986,44975.0
Other small states,1985,42561.0
Other small states,1984,29538.0
Other small states,1983,25412.0
Other small states,1982,21440.0
Other small states,1981,6570.0
Other small states,1980,28633.0
Other small states,1979,36872.0
Other small states,1978,66083.0
Other small states,1977,81662.0
Other small states,1976,75918.0
Other small states,1975,69188.0
Other small states,1974,45078.0
Other small states,1973,23645.0
Other small states,1972,17700.0
Other small states,1971,-637.0
Other small states,1970,4607.0
Other small states,1969,-3250.0
Other small states,1968,9346.0
Other small states,1967,8309.0
Other small states,1966,-11775.0
Other small states,1965,-25069.0
Other small states,1964,-22042.0
Other small states,1963,-6306.0
Other small states,1962,-5903.0
Other small states,1961,-7814.0
Other small states,1960,-10895.0
Pacific island small states,2022,
